entry,at,order
"The player ""EmperorPenguin @ wu4siWEy8A"" passed the room ownership to ""tzeng @ mvuSju_1SI"".",2023-02-25T11:22:04.742Z,167732412474200
"The player ""Andrew @ -kN9JZEj5n"" quits the game with a stack of 1713.37.",2023-02-25T11:12:27.364Z,167732354736401
"The player ""tzeng @ mvuSju_1SI"" stand up with the stack of 179.50.",2023-02-25T11:12:27.364Z,167732354736400
"-- ending hand #257 --",2023-02-25T11:12:21.358Z,167732354135803
"""Andrew @ -kN9JZEj5n"" shows a 2♥, 5♣.",2023-02-25T11:12:21.358Z,167732354135802
"""tzeng @ mvuSju_1SI"" collected 10.00 from pot with Flush, Qd High (combination: Q♦, 10♦, 9♦, 6♦, 2♦)",2023-02-25T11:12:21.358Z,167732354135801
"""tzeng @ mvuSju_1SI"" shows a 2♦, 9♦.",2023-02-25T11:12:21.358Z,167732354135800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:12:20.463Z,167732354046300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:12:19.623Z,167732353962300
"River: 10♣, Q♦, 10♦, 6♦ [8♥]",2023-02-25T11:12:19.189Z,167732353918900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:12:18.381Z,167732353838100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:12:17.450Z,167732353745000
"Turn: 10♣, Q♦, 10♦ [6♦]",2023-02-25T11:12:16.356Z,167732353635600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:12:15.452Z,167732353545200
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:12:14.585Z,167732353458500
"Flop:  [10♣, Q♦, 10♦]",2023-02-25T11:12:12.155Z,167732353215500
"""tzeng @ mvuSju_1SI"" calls 5.00",2023-02-25T11:12:11.276Z,167732353127600
"""Andrew @ -kN9JZEj5n"" raises to 5.00",2023-02-25T11:12:10.377Z,167732353037700
"""tzeng @ mvuSju_1SI"" posts a big blind of 0.50",2023-02-25T11:12:00.367Z,167732352036705
"""Andrew @ -kN9JZEj5n"" posts a small blind of 0.25",2023-02-25T11:12:00.367Z,167732352036704
"Your hand is 2♦, 9♦",2023-02-25T11:12:00.367Z,167732352036702
"Player stacks: #4 ""tzeng @ mvuSju_1SI"" (174.50) | #7 ""Andrew @ -kN9JZEj5n"" (1718.37)",2023-02-25T11:12:00.367Z,167732352036701
"-- starting hand #257 (id: bxkrlcx0x2qn)  (No Limit Texas Hold'em) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T11:12:00.367Z,167732352036700
"""tzeng @ mvuSju_1SI"" shows a K♦, A♦.",2023-02-25T11:11:55.392Z,167732351539200
"Undealt cards: 5♥, A♥, 7♦, 2♠ [J♠]",2023-02-25T11:11:55.084Z,167732351508400
"-- ending hand #256 --",2023-02-25T11:11:53.753Z,167732351375301
"""tzeng @ mvuSju_1SI"" collected 2.00 from pot",2023-02-25T11:11:53.753Z,167732351375300
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T11:11:52.922Z,167732351292200
"Turn: 5♥, A♥, 7♦ [2♠]",2023-02-25T11:11:43.743Z,167732350374300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:11:42.876Z,167732350287600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:11:39.897Z,167732349989700
"Flop:  [5♥, A♥, 7♦]",2023-02-25T11:11:38.605Z,167732349860500
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:11:37.802Z,167732349780200
"""tzeng @ mvuSju_1SI"" raises to 1.00",2023-02-25T11:11:32.811Z,167732349281100
"""Andrew @ -kN9JZEj5n"" posts a big blind of 0.50",2023-02-25T11:11:16.723Z,167732347672307
"""tzeng @ mvuSju_1SI"" posts a small blind of 0.25",2023-02-25T11:11:16.723Z,167732347672306
"Your hand is K♦, A♦",2023-02-25T11:11:16.723Z,167732347672304
"Player stacks: #4 ""tzeng @ mvuSju_1SI"" (173.50) | #7 ""Andrew @ -kN9JZEj5n"" (1719.37)",2023-02-25T11:11:16.723Z,167732347672303
"-- starting hand #256 (id: tne9fhza7xzr)  (No Limit Texas Hold'em) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T11:11:16.723Z,167732347672302
"The player ""EmperorPenguin @ wu4siWEy8A"" quits the game with a stack of 0.00.",2023-02-25T11:11:16.723Z,167732347672301
"The player ""jsu @ JCMKyZuhdN"" stand up with the stack of 696.84.",2023-02-25T11:11:16.723Z,167732347672300
"-- ending hand #255 --",2023-02-25T11:11:08.716Z,167732346871602
"""Andrew @ -kN9JZEj5n"" collected 406.61 from pot with Pair, K's on the second run  (combination: K♦, K♣, 9♥, 8♥, 7♦)",2023-02-25T11:11:08.716Z,167732346871601
"""Andrew @ -kN9JZEj5n"" collected 406.61 from pot with Four of a Kind, K's (combination: K♦, K♣, K♥, K♠, A♦)",2023-02-25T11:11:08.716Z,167732346871600
"River (second run): 9♥, 6♥, 3♣, 8♥ [7♦]",2023-02-25T11:11:04.712Z,167732346471200
"Turn (second run): 9♥, 6♥, 3♣ [8♥]",2023-02-25T11:11:00.586Z,167732346058600
"Flop (second run):  [9♥, 6♥, 3♣]",2023-02-25T11:10:56.511Z,167732345651100
"River: K♥, 7♠, K♠, A♦ [J♠]",2023-02-25T11:10:52.506Z,167732345250600
"Turn: K♥, 7♠, K♠ [A♦]",2023-02-25T11:10:48.380Z,167732344838000
"Flop:  [K♥, 7♠, K♠]",2023-02-25T11:10:44.305Z,167732344430500
"""EmperorPenguin @ wu4siWEy8A"" shows a Q♠, Q♥.",2023-02-25T11:10:40.300Z,167732344030001
"""Andrew @ -kN9JZEj5n"" shows a K♦, K♣.",2023-02-25T11:10:40.300Z,167732344030000
"All players in hand choose to run it twice.",2023-02-25T11:10:39.393Z,167732343939301
"""EmperorPenguin @ wu4siWEy8A"" chooses to  run it twice.",2023-02-25T11:10:39.393Z,167732343939300
"""Andrew @ -kN9JZEj5n"" chooses to  run it twice.",2023-02-25T11:10:39.324Z,167732343932400
"Remaining players decide whether to run it twice.",2023-02-25T11:10:39.293Z,167732343929301
"""EmperorPenguin @ wu4siWEy8A"" calls 406.36 and go all in",2023-02-25T11:10:39.293Z,167732343929300
"""Andrew @ -kN9JZEj5n"" raises to 406.36",2023-02-25T11:10:23.429Z,167732342342900
"""EmperorPenguin @ wu4siWEy8A"" raises to 30.00",2023-02-25T11:10:21.817Z,167732342181700
"""Andrew @ -kN9JZEj5n"" raises to 10.00",2023-02-25T11:10:16.231Z,167732341623100
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:10:13.979Z,167732341397900
"""EmperorPenguin @ wu4siWEy8A"" raises to 3.00",2023-02-25T11:10:13.060Z,167732341306000
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T11:10:09.976Z,167732340997600
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:10:08.335Z,167732340833500
"""tzeng @ mvuSju_1SI"" posts a big blind of 0.50",2023-02-25T11:10:07.061Z,167732340706108
"Dead Small Blind",2023-02-25T11:10:07.061Z,167732340706107
"Your hand is 2♣, J♥",2023-02-25T11:10:07.061Z,167732340706103
"Player stacks: #4 ""tzeng @ mvuSju_1SI"" (174.00) | #6 ""jsu @ JCMKyZuhdN"" (696.84) | #7 ""Andrew @ -kN9JZEj5n"" (1312.51) | #9 ""EmperorPenguin @ wu4siWEy8A"" (406.36)",2023-02-25T11:10:07.061Z,167732340706102
"-- starting hand #255 (id: 93fkxj97z86j)  (No Limit Texas Hold'em) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T11:10:07.061Z,167732340706101
"The player ""SHIKMAN @ 6AIys4Ls8K"" quits the game with a stack of 0.00.",2023-02-25T11:10:07.061Z,167732340706100
"""EmperorPenguin @ wu4siWEy8A"" shows a 8♥, 8♦.",2023-02-25T11:10:01.482Z,167732340148200
"-- ending hand #254 --",2023-02-25T11:10:00.479Z,167732340047901
"""Andrew @ -kN9JZEj5n"" collected 176.77 from pot with Two Pair, J's & 3's (combination: J♦, J♣, 3♦, 3♠, 7♠)",2023-02-25T11:10:00.479Z,167732340047900
"River: 3♦, 3♠, J♣, 6♠ [5♥]",2023-02-25T11:09:56.465Z,167732339646500
"Turn: 3♦, 3♠, J♣ [6♠]",2023-02-25T11:09:52.463Z,167732339246300
"Flop:  [3♦, 3♠, J♣]",2023-02-25T11:09:48.454Z,167732338845400
"""SHIKMAN @ 6AIys4Ls8K"" shows a 6♥, 2♥.",2023-02-25T11:09:44.446Z,167732338444601
"Uncalled bet of 318.35 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T11:09:44.446Z,167732338444600
"""Andrew @ -kN9JZEj5n"" shows a J♦, 7♠.",2023-02-25T11:09:44.155Z,167732338415500
"Some players choose to not run it twice.",2023-02-25T11:09:43.573Z,167732338357301
"""SHIKMAN @ 6AIys4Ls8K"" chooses to not run it twice.",2023-02-25T11:09:43.573Z,167732338357300
"""Andrew @ -kN9JZEj5n"" chooses to  run it twice.",2023-02-25T11:09:42.860Z,167732338286000
"Remaining players decide whether to run it twice.",2023-02-25T11:09:42.830Z,167732338283001
"""SHIKMAN @ 6AIys4Ls8K"" calls 88.26 and go all in",2023-02-25T11:09:42.830Z,167732338283000
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:09:41.482Z,167732338148200
"""Andrew @ -kN9JZEj5n"" raises to 406.61",2023-02-25T11:09:38.181Z,167732337818100
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:09:35.707Z,167732337570700
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:09:34.663Z,167732337466300
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 0.50",2023-02-25T11:09:33.040Z,167732337304012
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 0.25",2023-02-25T11:09:33.040Z,167732337304011
"Your hand is A♥, 2♦",2023-02-25T11:09:33.040Z,167732337304007
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (88.26) | #4 ""tzeng @ mvuSju_1SI"" (174.00) | #6 ""jsu @ JCMKyZuhdN"" (696.84) | #7 ""Andrew @ -kN9JZEj5n"" (1224.00) | #9 ""EmperorPenguin @ wu4siWEy8A"" (406.61)",2023-02-25T11:09:33.040Z,167732337304005
"-- starting hand #254 (id: oimzvosn90yn)  (No Limit Texas Hold'em) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T11:09:33.040Z,167732337304004
"The player ""SHIKMAN @ 6AIys4Ls8K"" joined the game with a stack of 88.26.",2023-02-25T11:09:33.040Z,167732337304003
"The game's big blind was changed from 1.00 to 0.50.",2023-02-25T11:09:33.040Z,167732337304002
"The game's small blind was changed from 1.00 to 0.25.",2023-02-25T11:09:33.040Z,167732337304001
"The player ""shaan @ 983r-_KdVZ"" stand up with the stack of 1257.50.",2023-02-25T11:09:33.040Z,167732337304000
"""tzeng @ mvuSju_1SI"" shows a J♦, 10♦.",2023-02-25T11:09:29.795Z,167732336979500
"-- ending hand #253 --",2023-02-25T11:09:26.436Z,167732336643603
"""EmperorPenguin @ wu4siWEy8A"" shows a 7♦, 9♣.",2023-02-25T11:09:26.436Z,167732336643602
"""jsu @ JCMKyZuhdN"" collected 32.50 from pot with Two Pair, K's & 10's (combination: K♣, K♦, 10♠, 10♣, 9♠)",2023-02-25T11:09:26.436Z,167732336643601
"""jsu @ JCMKyZuhdN"" shows a 7♣, K♣.",2023-02-25T11:09:26.436Z,167732336643600
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:09:25.526Z,167732336552600
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:09:24.603Z,167732336460300
"River: K♦, 7♥, 9♠, 10♠ [10♣]",2023-02-25T11:09:22.833Z,167732336283300
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:09:21.931Z,167732336193100
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:09:20.970Z,167732336097000
"Turn: K♦, 7♥, 9♠ [10♠]",2023-02-25T11:09:19.233Z,167732335923300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:09:18.329Z,167732335832900
"""EmperorPenguin @ wu4siWEy8A"" calls 12.75",2023-02-25T11:09:17.424Z,167732335742400
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T11:09:05.326Z,167732334532600
"""jsu @ JCMKyZuhdN"" raises to 12.75",2023-02-25T11:09:04.442Z,167732334444200
"""tzeng @ mvuSju_1SI"" calls 3.00",2023-02-25T11:09:02.316Z,167732334231600
"""EmperorPenguin @ wu4siWEy8A"" bets 3.00",2023-02-25T11:09:01.319Z,167732334131900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:50.655Z,167732333065500
"Flop:  [K♦, 7♥, 9♠]",2023-02-25T11:08:48.290Z,167732332829000
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T11:08:47.449Z,167732332744900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:41.626Z,167732332162600
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T11:08:40.724Z,167732332072400
"The player ""SHIKMAN @ 6AIys4Ls8K"" sit back with the stack of 88.26.",2023-02-25T11:08:39.725Z,167732331972500
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:08:39.651Z,167732331965100
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:08:36.739Z,167732331673900
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 1.00",2023-02-25T11:08:34.393Z,167732331439309
"""Andrew @ -kN9JZEj5n"" posts a small blind of 1.00",2023-02-25T11:08:34.393Z,167732331439308
"Your hand is J♦, 10♦",2023-02-25T11:08:34.393Z,167732331439304
"Player stacks: #2 ""shaan @ 983r-_KdVZ"" (1257.50) | #4 ""tzeng @ mvuSju_1SI"" (178.00) | #6 ""jsu @ JCMKyZuhdN"" (678.09) | #7 ""Andrew @ -kN9JZEj5n"" (1225.00) | #9 ""EmperorPenguin @ wu4siWEy8A"" (420.36)",2023-02-25T11:08:34.393Z,167732331439302
"-- starting hand #253 (id: vlrnxfdipglm)  (No Limit Texas Hold'em) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T11:08:34.393Z,167732331439301
"The player ""SHIKMAN @ 6AIys4Ls8K"" stand up with the stack of 88.26.",2023-02-25T11:08:34.393Z,167732331439300
"-- ending hand #252 --",2023-02-25T11:08:28.386Z,167732330838604
"""Andrew @ -kN9JZEj5n"" collected 1.50 from pot with Pair, 9's (combination: 9♣, 9♦, K♣, J♦, 10♥)",2023-02-25T11:08:28.386Z,167732330838603
"""Andrew @ -kN9JZEj5n"" shows a 9♣, 2♠.",2023-02-25T11:08:28.386Z,167732330838602
"""jsu @ JCMKyZuhdN"" collected 1.50 from pot with Pair, 9's (combination: 9♠, 9♦, K♣, J♦, 10♥)",2023-02-25T11:08:28.386Z,167732330838601
"""jsu @ JCMKyZuhdN"" shows a 3♣, 9♠.",2023-02-25T11:08:28.386Z,167732330838600
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:08:27.477Z,167732330747700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:26.502Z,167732330650200
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:08:25.665Z,167732330566500
"River: 7♠, J♦, 9♦, 10♥ [K♣]",2023-02-25T11:08:25.384Z,167732330538400
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:08:24.569Z,167732330456900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:23.617Z,167732330361700
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:08:22.312Z,167732330231200
"Turn: 7♠, J♦, 9♦ [10♥]",2023-02-25T11:08:21.582Z,167732330158200
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:08:20.767Z,167732330076700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:19.809Z,167732329980900
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:08:18.881Z,167732329888100
"Flop:  [7♠, J♦, 9♦]",2023-02-25T11:08:17.473Z,167732329747300
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:08:16.604Z,167732329660400
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:08:15.672Z,167732329567200
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:08:14.769Z,167732329476900
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:08:13.471Z,167732329347100
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:08:07.855Z,167732328785500
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:08:00.409Z,167732328040900
"""Andrew @ -kN9JZEj5n"" posts a big blind of 1.00",2023-02-25T11:07:58.163Z,167732327816309
"""jsu @ JCMKyZuhdN"" posts a small blind of 1.00",2023-02-25T11:07:58.163Z,167732327816308
"Your hand is A♣, 5♥",2023-02-25T11:07:58.163Z,167732327816304
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (88.26) | #2 ""shaan @ 983r-_KdVZ"" (1257.50) | #4 ""tzeng @ mvuSju_1SI"" (179.00) | #6 ""jsu @ JCMKyZuhdN"" (677.59) | #7 ""Andrew @ -kN9JZEj5n"" (1224.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (420.36)",2023-02-25T11:07:58.163Z,167732327816301
"-- starting hand #252 (id: le1s8xxx2cd1)  (No Limit Texas Hold'em) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T11:07:58.163Z,167732327816300
"""shaan @ 983r-_KdVZ"" shows a 6♠, 7♦, 8♥, 4♣.",2023-02-25T11:07:53.579Z,167732327357900
"""EmperorPenguin @ wu4siWEy8A"" shows a 9♦, 6♦, J♠, 5♠.",2023-02-25T11:07:53.146Z,167732327314600
"""SHIKMAN @ 6AIys4Ls8K"" shows a Q♣, 6♣, 7♣, J♥.",2023-02-25T11:07:51.686Z,167732327168600
"-- ending hand #251 --",2023-02-25T11:07:50.554Z,167732327055402
"""Andrew @ -kN9JZEj5n"" collected 18.00 from pot with Three of a Kind (combination: Q♠, Q♦, Q♥, A♥, K♠)",2023-02-25T11:07:50.554Z,167732327055401
"""Andrew @ -kN9JZEj5n"" shows a 2♥, A♥, Q♠, 4♦.",2023-02-25T11:07:50.554Z,167732327055400
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:07:49.629Z,167732326962900
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:07:48.776Z,167732326877600
"River: Q♦, K♠, Q♥, 10♥ [K♣]",2023-02-25T11:07:47.953Z,167732326795300
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:07:47.136Z,167732326713600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T11:07:45.979Z,167732326597900
"Turn: Q♦, K♠, Q♥ [10♥]",2023-02-25T11:07:45.152Z,167732326515200
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:07:44.245Z,167732326424500
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:07:43.253Z,167732326325300
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:07:42.262Z,167732326226200
"""SHIKMAN @ 6AIys4Ls8K"" calls 6.00",2023-02-25T11:07:36.943Z,167732325694300
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:07:35.530Z,167732325553000
"""Andrew @ -kN9JZEj5n"" bets 6.00",2023-02-25T11:07:34.336Z,167732325433600
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:07:32.710Z,167732325271000
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:07:31.777Z,167732325177700
"Flop:  [Q♦, K♠, Q♥]",2023-02-25T11:07:27.609Z,167732324760900
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:07:26.781Z,167732324678100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:07:25.430Z,167732324543000
"""shaan @ 983r-_KdVZ"" calls 1.00",2023-02-25T11:07:24.494Z,167732324449400
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T11:07:22.438Z,167732324243800
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T11:07:21.423Z,167732324142300
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:07:20.431Z,167732324043100
"""jsu @ JCMKyZuhdN"" posts a big blind of 1.00",2023-02-25T11:07:19.330Z,167732323933009
"""tzeng @ mvuSju_1SI"" posts a small blind of 1.00",2023-02-25T11:07:19.330Z,167732323933008
"Your hand is 10♣, 5♦, K♦, 8♦",2023-02-25T11:07:19.330Z,167732323933004
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (95.26) | #2 ""shaan @ 983r-_KdVZ"" (1258.50) | #4 ""tzeng @ mvuSju_1SI"" (180.00) | #6 ""jsu @ JCMKyZuhdN"" (678.59) | #7 ""Andrew @ -kN9JZEj5n"" (1213.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (421.36)",2023-02-25T11:07:19.330Z,167732323933001
"-- starting hand #251 (id: cruxch1nejj8)  (Pot Limit Omaha Hi) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T11:07:19.330Z,167732323933000
"""SHIKMAN @ 6AIys4Ls8K"" shows a K♠, 4♠, 8♦, K♦.",2023-02-25T11:07:14.632Z,167732323463200
"""Andrew @ -kN9JZEj5n"" shows a 6♣, 7♠, 7♣, 2♣.",2023-02-25T11:07:12.784Z,167732323278400
"Undealt cards: 7♥, A♠, A♣ [10♥, 10♦]",2023-02-25T11:07:12.191Z,167732323219100
"-- ending hand #250 --",2023-02-25T11:07:11.923Z,167732323192302
"""Andrew @ -kN9JZEj5n"" collected 5.00 from pot",2023-02-25T11:07:11.923Z,167732323192301
"Uncalled bet of 5.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T11:07:11.923Z,167732323192300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:07:11.018Z,167732323101800
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:07:10.079Z,167732323007900
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:07:09.169Z,167732322916900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:07:08.238Z,167732322823800
"""Andrew @ -kN9JZEj5n"" bets 5.00",2023-02-25T11:07:04.193Z,167732322419300
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:07:02.214Z,167732322221400
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:07:01.265Z,167732322126500
"Flop:  [7♥, A♠, A♣]",2023-02-25T11:06:58.512Z,167732321851200
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:06:57.607Z,167732321760700
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:06:56.691Z,167732321669100
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.00",2023-02-25T11:06:49.149Z,167732320914900
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T11:06:48.233Z,167732320823300
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:06:47.334Z,167732320733400
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T11:06:46.466Z,167732320646600
"""tzeng @ mvuSju_1SI"" posts a big blind of 1.00",2023-02-25T11:06:44.503Z,167732320450309
"""shaan @ 983r-_KdVZ"" posts a small blind of 1.00",2023-02-25T11:06:44.503Z,167732320450308
"Your hand is 6♥, 9♥, 5♣, K♣",2023-02-25T11:06:44.503Z,167732320450304
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (96.26) | #2 ""shaan @ 983r-_KdVZ"" (1259.50) | #4 ""tzeng @ mvuSju_1SI"" (181.00) | #6 ""jsu @ JCMKyZuhdN"" (678.59) | #7 ""Andrew @ -kN9JZEj5n"" (1209.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (422.36)",2023-02-25T11:06:44.503Z,167732320450301
"-- starting hand #250 (id: kjeeocdfinc5)  (Pot Limit Omaha Hi) (dealer: ""SHIKMAN @ 6AIys4Ls8K"") --",2023-02-25T11:06:44.503Z,167732320450300
"""jsu @ JCMKyZuhdN"" shows a J♣, 4♦, 8♦, A♥.",2023-02-25T11:06:40.142Z,167732320014200
"-- ending hand #249 --",2023-02-25T11:06:37.897Z,167732319789702
"""Andrew @ -kN9JZEj5n"" collected 324.00 from pot with Full House (combination: A♦, A♠, A♣, Q♠, Q♥)",2023-02-25T11:06:37.897Z,167732319789701
"""Andrew @ -kN9JZEj5n"" shows a 9♣, Q♠, A♦, 4♣.",2023-02-25T11:06:37.897Z,167732319789700
"""jsu @ JCMKyZuhdN"" calls 135.00",2023-02-25T11:06:36.996Z,167732319699600
"""Andrew @ -kN9JZEj5n"" raises to 135.00",2023-02-25T11:06:36.047Z,167732319604700
"""jsu @ JCMKyZuhdN"" bets 27.00",2023-02-25T11:06:33.870Z,167732319387000
"River: 9♥, A♠, 4♥, A♣ [Q♥]",2023-02-25T11:06:28.280Z,167732318828000
"""jsu @ JCMKyZuhdN"" calls 18.00",2023-02-25T11:06:27.463Z,167732318746300
"""Andrew @ -kN9JZEj5n"" bets 18.00",2023-02-25T11:06:26.452Z,167732318645200
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T11:06:24.323Z,167732318432300
"Turn: 9♥, A♠, 4♥ [A♣]",2023-02-25T11:06:18.474Z,167732317847400
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T11:06:17.621Z,167732317762100
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T11:06:16.633Z,167732317663300
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T11:05:59.704Z,167732315970400
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T11:05:57.216Z,167732315721600
"""Andrew @ -kN9JZEj5n"" calls 6.00",2023-02-25T11:05:56.286Z,167732315628600
"""jsu @ JCMKyZuhdN"" bets 6.00",2023-02-25T11:05:55.431Z,167732315543100
"""tzeng @ mvuSju_1SI"" checks",2023-02-25T11:05:50.745Z,167732315074500
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:05:49.732Z,167732314973200
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:05:45.546Z,167732314554600
"Flop:  [9♥, A♠, 4♥]",2023-02-25T11:05:42.443Z,167732314244300
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T11:05:41.635Z,167732314163500
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T11:05:39.786Z,167732313978600
"""EmperorPenguin @ wu4siWEy8A"" calls 1.00",2023-02-25T11:05:38.173Z,167732313817300
"""Andrew @ -kN9JZEj5n"" calls 1.00",2023-02-25T11:05:37.260Z,167732313726000
"""jsu @ JCMKyZuhdN"" calls 1.00",2023-02-25T11:05:36.371Z,167732313637100
"""tzeng @ mvuSju_1SI"" calls 1.00",2023-02-25T11:05:35.471Z,167732313547100
"""shaan @ 983r-_KdVZ"" posts a big blind of 1.00",2023-02-25T11:05:34.430Z,167732313443009
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 1.00",2023-02-25T11:05:34.430Z,167732313443008
"Your hand is 7♠, 10♦, 6♥, 5♦",2023-02-25T11:05:34.430Z,167732313443004
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (97.26) | #2 ""shaan @ 983r-_KdVZ"" (1260.50) | #4 ""tzeng @ mvuSju_1SI"" (182.00) | #6 ""jsu @ JCMKyZuhdN"" (838.59) | #7 ""Andrew @ -kN9JZEj5n"" (1045.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (423.36)",2023-02-25T11:05:34.430Z,167732313443001
