entry,at,order
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T08:54:57.657Z,167731529765700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:54:56.120Z,167731529612000
"River: 8♦, 6♠, A♥, 2♦ [7♠]",2023-02-25T08:54:55.251Z,167731529525100
"""Andrew @ -kN9JZEj5n"" calls 35.15",2023-02-25T08:54:54.352Z,167731529435200
"""EmperorPenguin @ wu4siWEy8A"" bets 35.15",2023-02-25T08:54:52.991Z,167731529299100
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:54:49.332Z,167731528933200
"Turn: 8♦, 6♠, A♥ [2♦]",2023-02-25T08:54:48.647Z,167731528864700
"""Andrew @ -kN9JZEj5n"" calls 14.06",2023-02-25T08:54:47.786Z,167731528778600
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:54:46.761Z,167731528676100
"""EmperorPenguin @ wu4siWEy8A"" bets 14.06",2023-02-25T08:54:45.808Z,167731528580800
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:54:42.928Z,167731528292800
"""jsu @ JCMKyZuhdN"" checks",2023-02-25T08:54:42.081Z,167731528208100
"Flop:  [8♦, 6♠, A♥]",2023-02-25T08:54:40.845Z,167731528084500
"""Andrew @ -kN9JZEj5n"" calls 6.00",2023-02-25T08:54:39.955Z,167731527995500
"""jsu @ JCMKyZuhdN"" calls 6.00",2023-02-25T08:54:38.728Z,167731527872800
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:54:37.139Z,167731527713900
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:54:36.099Z,167731527609900
"""EmperorPenguin @ wu4siWEy8A"" raises to 6.00",2023-02-25T08:54:35.132Z,167731527513200
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:54:29.546Z,167731526954600
"""Andrew @ -kN9JZEj5n"" raises to 2.00",2023-02-25T08:54:24.124Z,167731526412400
"""jsu @ JCMKyZuhdN"" calls 0.50",2023-02-25T08:54:21.106Z,167731526110600
"""tzeng @ mvuSju_1SI"" posts a big blind of 0.50",2023-02-25T08:54:18.028Z,167731525802809
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 0.25",2023-02-25T08:54:18.028Z,167731525802808
"Your hand is 3♦, J♠",2023-02-25T08:54:18.028Z,167731525802803
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (177.70) | #4 ""tzeng @ mvuSju_1SI"" (96.50) | #6 ""jsu @ JCMKyZuhdN"" (261.92) | #7 ""Andrew @ -kN9JZEj5n"" (397.58) | #8 ""shaan @ 983r-_KdVZ"" (94.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (458.69)",2023-02-25T08:54:18.028Z,167731525802801
"-- starting hand #82 (id: hmezdkoszh25)  (No Limit Texas Hold'em) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T08:54:18.028Z,167731525802800
"""shaan @ 983r-_KdVZ"" shows a K♠, K♣.",2023-02-25T08:54:14.225Z,167731525422500
"-- ending hand #81 --",2023-02-25T08:54:11.500Z,167731525150002
"""EmperorPenguin @ wu4siWEy8A"" collected 185.00 from pot with Three of a Kind, Q's (combination: Q♦, Q♠, Q♣, A♠, 9♥)",2023-02-25T08:54:11.500Z,167731525150001
"""EmperorPenguin @ wu4siWEy8A"" shows a A♠, Q♦.",2023-02-25T08:54:11.500Z,167731525150000
"""shaan @ 983r-_KdVZ"" calls 55.50",2023-02-25T08:54:10.655Z,167731525065500
"""EmperorPenguin @ wu4siWEy8A"" bets 55.50",2023-02-25T08:54:08.861Z,167731524886100
"River: 5♦, 9♥, Q♠, Q♣ [6♦]",2023-02-25T08:54:03.832Z,167731524383200
"""shaan @ 983r-_KdVZ"" checks",2023-02-25T08:54:03.021Z,167731524302100
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T08:53:58.609Z,167731523860900
"Turn: 5♦, 9♥, Q♠ [Q♣]",2023-02-25T08:53:56.455Z,167731523645500
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:53:55.637Z,167731523563700
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:53:54.691Z,167731523469100
"""EmperorPenguin @ wu4siWEy8A"" calls 27.00",2023-02-25T08:53:52.804Z,167731523280400
"""shaan @ 983r-_KdVZ"" bets 27.00",2023-02-25T08:53:49.855Z,167731522985500
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:53:44.427Z,167731522442700
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T08:53:43.493Z,167731522349300
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T08:53:41.757Z,167731522175700
"Flop:  [5♦, 9♥, Q♠]",2023-02-25T08:53:34.639Z,167731521463900
"""Andrew @ -kN9JZEj5n"" calls 5.00",2023-02-25T08:53:33.824Z,167731521382400
"""SHIKMAN @ 6AIys4Ls8K"" calls 5.00",2023-02-25T08:53:32.892Z,167731521289200
"""EmperorPenguin @ wu4siWEy8A"" calls 5.00",2023-02-25T08:53:28.683Z,167731520868300
"""shaan @ 983r-_KdVZ"" raises to 5.00",2023-02-25T08:53:24.839Z,167731520483900
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T08:53:16.159Z,167731519615900
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:53:14.468Z,167731519446800
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:53:13.439Z,167731519343900
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 0.50",2023-02-25T08:53:12.173Z,167731519217309
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 0.25",2023-02-25T08:53:12.173Z,167731519217308
"Your hand is 10♠, 4♦",2023-02-25T08:53:12.173Z,167731519217303
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (182.70) | #4 ""tzeng @ mvuSju_1SI"" (96.50) | #6 ""jsu @ JCMKyZuhdN"" (261.92) | #7 ""Andrew @ -kN9JZEj5n"" (402.58) | #8 ""shaan @ 983r-_KdVZ"" (182.00) | #9 ""EmperorPenguin @ wu4siWEy8A"" (361.19)",2023-02-25T08:53:12.173Z,167731519217301
"-- starting hand #81 (id: 3gzenpvligya)  (No Limit Texas Hold'em) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T08:53:12.173Z,167731519217300
"-- ending hand #80 --",2023-02-25T08:53:09.171Z,167731518917102
"""SHIKMAN @ 6AIys4Ls8K"" collected 41.87 from pot",2023-02-25T08:53:09.171Z,167731518917101
"Uncalled bet of 140.83 returned to ""SHIKMAN @ 6AIys4Ls8K""",2023-02-25T08:53:09.171Z,167731518917100
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:53:08.237Z,167731518823700
"""SHIKMAN @ 6AIys4Ls8K"" bets 140.83 and go all in",2023-02-25T08:52:40.432Z,167731516043200
"River: Q♦, 5♣, 8♣, 2♦ [9♦]",2023-02-25T08:52:28.915Z,167731514891500
"""SHIKMAN @ 6AIys4Ls8K"" calls 12.56",2023-02-25T08:52:28.030Z,167731514803000
"""jsu @ JCMKyZuhdN"" bets 12.56",2023-02-25T08:52:26.279Z,167731514627900
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T08:52:23.689Z,167731514368900
"Turn: Q♦, 5♣, 8♣ [2♦]",2023-02-25T08:52:15.951Z,167731513595100
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:52:15.133Z,167731513513300
"""jsu @ JCMKyZuhdN"" calls 5.00",2023-02-25T08:52:11.801Z,167731513180100
"""SHIKMAN @ 6AIys4Ls8K"" raises to 5.00",2023-02-25T08:52:07.745Z,167731512774500
"""shaan @ 983r-_KdVZ"" bets 1.75",2023-02-25T08:52:03.099Z,167731512309900
"Flop:  [Q♦, 5♣, 8♣]",2023-02-25T08:51:54.089Z,167731511408900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:51:53.214Z,167731511321400
"""shaan @ 983r-_KdVZ"" calls 1.50",2023-02-25T08:51:52.313Z,167731511231300
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:51:50.713Z,167731511071300
"""jsu @ JCMKyZuhdN"" calls 1.50",2023-02-25T08:51:49.859Z,167731510985900
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:51:43.975Z,167731510397500
"""SHIKMAN @ 6AIys4Ls8K"" raises to 1.50",2023-02-25T08:51:42.986Z,167731510298600
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 0.50",2023-02-25T08:51:38.883Z,167731509888309
"""shaan @ 983r-_KdVZ"" posts a small blind of 0.25",2023-02-25T08:51:38.883Z,167731509888308
"Your hand is 5♦, 9♣",2023-02-25T08:51:38.883Z,167731509888303
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (159.89) | #4 ""tzeng @ mvuSju_1SI"" (96.50) | #6 ""jsu @ JCMKyZuhdN"" (280.98) | #7 ""Andrew @ -kN9JZEj5n"" (402.58) | #8 ""shaan @ 983r-_KdVZ"" (185.25) | #9 ""EmperorPenguin @ wu4siWEy8A"" (361.69)",2023-02-25T08:51:38.883Z,167731509888301
"-- starting hand #80 (id: puoyylipzeeg)  (No Limit Texas Hold'em) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T08:51:38.883Z,167731509888300
"Undealt cards: 6♥, 3♦, 10♥, 6♦ [Q♦]",2023-02-25T08:51:34.143Z,167731509414300
"-- ending hand #79 --",2023-02-25T08:51:32.879Z,167731509287902
"""shaan @ 983r-_KdVZ"" collected 25.25 from pot",2023-02-25T08:51:32.879Z,167731509287901
"Uncalled bet of 60.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T08:51:32.879Z,167731509287900
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:51:32.016Z,167731509201600
"""shaan @ 983r-_KdVZ"" bets 60.00",2023-02-25T08:51:27.380Z,167731508738000
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:51:20.576Z,167731508057600
"Turn: 6♥, 3♦, 10♥ [6♦]",2023-02-25T08:51:19.936Z,167731507993600
"""Andrew @ -kN9JZEj5n"" calls 8.50",2023-02-25T08:51:19.126Z,167731507912600
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:51:17.383Z,167731507738300
"""shaan @ 983r-_KdVZ"" bets 8.50",2023-02-25T08:51:16.366Z,167731507636600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:51:10.380Z,167731507038000
"Flop:  [6♥, 3♦, 10♥]",2023-02-25T08:51:09.461Z,167731506946100
"""Andrew @ -kN9JZEj5n"" calls 2.75",2023-02-25T08:51:08.607Z,167731506860700
"""tzeng @ mvuSju_1SI"" calls 2.75",2023-02-25T08:51:07.426Z,167731506742600
"""shaan @ 983r-_KdVZ"" raises to 2.75",2023-02-25T08:51:05.834Z,167731506583400
"""Andrew @ -kN9JZEj5n"" calls 1.50",2023-02-25T08:50:59.793Z,167731505979300
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:50:58.767Z,167731505876700
"""tzeng @ mvuSju_1SI"" raises to 1.50",2023-02-25T08:50:57.795Z,167731505779500
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:50:55.900Z,167731505590000
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:50:55.016Z,167731505501600
"""shaan @ 983r-_KdVZ"" posts a big blind of 0.50",2023-02-25T08:50:53.855Z,167731505385509
"""Andrew @ -kN9JZEj5n"" posts a small blind of 0.25",2023-02-25T08:50:53.855Z,167731505385508
"Your hand is A♣, Q♠",2023-02-25T08:50:53.855Z,167731505385503
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (159.89) | #4 ""tzeng @ mvuSju_1SI"" (99.25) | #6 ""jsu @ JCMKyZuhdN"" (280.98) | #7 ""Andrew @ -kN9JZEj5n"" (413.83) | #8 ""shaan @ 983r-_KdVZ"" (171.25) | #9 ""EmperorPenguin @ wu4siWEy8A"" (361.69)",2023-02-25T08:50:53.855Z,167731505385501
"-- starting hand #79 (id: ln1a9wnfma6m)  (No Limit Texas Hold'em) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T08:50:53.855Z,167731505385500
"-- ending hand #78 --",2023-02-25T08:50:50.856Z,167731505085602
"""EmperorPenguin @ wu4siWEy8A"" collected 6.75 from pot",2023-02-25T08:50:50.856Z,167731505085601
"Uncalled bet of 5.06 returned to ""EmperorPenguin @ wu4siWEy8A""",2023-02-25T08:50:50.856Z,167731505085600
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:50:50.040Z,167731505004000
"""EmperorPenguin @ wu4siWEy8A"" bets 5.06",2023-02-25T08:50:47.390Z,167731504739000
"River: 8♥, Q♥, 3♠, 8♠ [6♠]",2023-02-25T08:50:41.646Z,167731504164600
"""EmperorPenguin @ wu4siWEy8A"" calls 1.50",2023-02-25T08:50:40.742Z,167731504074200
"""SHIKMAN @ 6AIys4Ls8K"" bets 1.50",2023-02-25T08:50:39.428Z,167731503942800
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T08:50:36.135Z,167731503613500
"Turn: 8♥, Q♥, 3♠ [8♠]",2023-02-25T08:50:33.906Z,167731503390600
"""SHIKMAN @ 6AIys4Ls8K"" checks",2023-02-25T08:50:33.103Z,167731503310300
"""EmperorPenguin @ wu4siWEy8A"" checks",2023-02-25T08:50:31.102Z,167731503110200
"Flop:  [8♥, Q♥, 3♠]",2023-02-25T08:50:27.870Z,167731502787000
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:50:27.061Z,167731502706100
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:50:26.126Z,167731502612600
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:50:25.129Z,167731502512900
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.50",2023-02-25T08:50:23.441Z,167731502344100
"""EmperorPenguin @ wu4siWEy8A"" raises to 1.50",2023-02-25T08:50:20.768Z,167731502076800
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:50:13.265Z,167731501326500
"""Andrew @ -kN9JZEj5n"" posts a big blind of 0.50",2023-02-25T08:50:11.223Z,167731501122309
"""jsu @ JCMKyZuhdN"" posts a small blind of 0.25",2023-02-25T08:50:11.223Z,167731501122308
"Your hand is 7♣, 2♣",2023-02-25T08:50:11.223Z,167731501122303
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (162.89) | #4 ""tzeng @ mvuSju_1SI"" (99.25) | #6 ""jsu @ JCMKyZuhdN"" (281.23) | #7 ""Andrew @ -kN9JZEj5n"" (414.33) | #8 ""shaan @ 983r-_KdVZ"" (171.25) | #9 ""EmperorPenguin @ wu4siWEy8A"" (357.94)",2023-02-25T08:50:11.223Z,167731501122301
"-- starting hand #78 (id: 7k2rg8ifpcft)  (No Limit Texas Hold'em) (dealer: ""tzeng @ mvuSju_1SI"") --",2023-02-25T08:50:11.223Z,167731501122300
"Undealt cards: 2♠, 6♣, 8♥, A♣ [K♠]",2023-02-25T08:50:06.644Z,167731500664400
"-- ending hand #77 --",2023-02-25T08:50:05.207Z,167731500520702
"""shaan @ 983r-_KdVZ"" collected 11.25 from pot",2023-02-25T08:50:05.207Z,167731500520701
"Uncalled bet of 10.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T08:50:05.207Z,167731500520700
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:50:04.385Z,167731500438500
"""shaan @ 983r-_KdVZ"" bets 10.00",2023-02-25T08:50:02.537Z,167731500253700
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:49:58.125Z,167731499812500
"Turn: 2♠, 6♣, 8♥ [A♣]",2023-02-25T08:49:57.604Z,167731499760400
"""Andrew @ -kN9JZEj5n"" calls 3.00",2023-02-25T08:49:56.722Z,167731499672200
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:49:55.055Z,167731499505500
"""shaan @ 983r-_KdVZ"" bets 3.00",2023-02-25T08:49:49.766Z,167731498976600
"""Andrew @ -kN9JZEj5n"" checks",2023-02-25T08:49:42.081Z,167731498208100
"Flop:  [2♠, 6♣, 8♥]",2023-02-25T08:49:40.788Z,167731498078800
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:49:39.879Z,167731497987900
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:49:38.927Z,167731497892700
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.50",2023-02-25T08:49:38.033Z,167731497803300
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:49:37.093Z,167731497709300
"""shaan @ 983r-_KdVZ"" calls 1.50",2023-02-25T08:49:36.172Z,167731497617200
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T08:49:31.618Z,167731497161800
"""jsu @ JCMKyZuhdN"" posts a big blind of 0.50",2023-02-25T08:49:28.770Z,167731496877009
"""tzeng @ mvuSju_1SI"" posts a small blind of 0.25",2023-02-25T08:49:28.770Z,167731496877008
"Your hand is 10♣, 4♦",2023-02-25T08:49:28.770Z,167731496877003
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (164.39) | #4 ""tzeng @ mvuSju_1SI"" (99.50) | #6 ""jsu @ JCMKyZuhdN"" (281.73) | #7 ""Andrew @ -kN9JZEj5n"" (418.83) | #8 ""shaan @ 983r-_KdVZ"" (164.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (357.94)",2023-02-25T08:49:28.770Z,167731496877001
"-- starting hand #77 (id: qtloy137u6vx)  (No Limit Texas Hold'em) (dealer: ""SHIKMAN @ 6AIys4Ls8K"") --",2023-02-25T08:49:28.770Z,167731496877000
"Undealt cards:  [8♥, 8♦, 9♠, 6♥, 2♦]",2023-02-25T08:49:23.860Z,167731496386000
"-- ending hand #76 --",2023-02-25T08:49:22.853Z,167731496285302
"""SHIKMAN @ 6AIys4Ls8K"" collected 1.50 from pot",2023-02-25T08:49:22.853Z,167731496285301
"Uncalled bet of 2.50 returned to ""SHIKMAN @ 6AIys4Ls8K""",2023-02-25T08:49:22.853Z,167731496285300
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:49:22.033Z,167731496203300
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:49:19.261Z,167731495926100
"""SHIKMAN @ 6AIys4Ls8K"" raises to 3.00",2023-02-25T08:49:18.259Z,167731495825900
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:49:15.259Z,167731495525900
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:49:14.252Z,167731495425200
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:49:13.291Z,167731495329100
"""jsu @ JCMKyZuhdN"" calls 0.50",2023-02-25T08:49:11.409Z,167731495140900
"""tzeng @ mvuSju_1SI"" posts a big blind of 0.50",2023-02-25T08:49:08.559Z,167731494855909
"""SHIKMAN @ 6AIys4Ls8K"" posts a small blind of 0.25",2023-02-25T08:49:08.559Z,167731494855908
"Your hand is 3♥, 4♠",2023-02-25T08:49:08.559Z,167731494855903
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (163.39) | #4 ""tzeng @ mvuSju_1SI"" (100.00) | #6 ""jsu @ JCMKyZuhdN"" (282.23) | #7 ""Andrew @ -kN9JZEj5n"" (418.83) | #8 ""shaan @ 983r-_KdVZ"" (164.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (357.94)",2023-02-25T08:49:08.559Z,167731494855901
"-- starting hand #76 (id: rcj9ori3k12u)  (No Limit Texas Hold'em) (dealer: ""EmperorPenguin @ wu4siWEy8A"") --",2023-02-25T08:49:08.559Z,167731494855900
"Undealt cards:  [6♣, Q♠, 2♦, 2♠, 5♥]",2023-02-25T08:49:03.297Z,167731494329700
"-- ending hand #75 --",2023-02-25T08:49:02.615Z,167731494261502
"""Andrew @ -kN9JZEj5n"" collected 1.25 from pot",2023-02-25T08:49:02.615Z,167731494261501
"Uncalled bet of 1.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T08:49:02.615Z,167731494261500
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:49:01.760Z,167731494176000
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:49:00.057Z,167731494005700
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:48:59.106Z,167731493910600
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T08:48:58.151Z,167731493815100
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:48:56.336Z,167731493633600
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:48:55.421Z,167731493542100
"""SHIKMAN @ 6AIys4Ls8K"" posts a big blind of 0.50",2023-02-25T08:48:54.242Z,167731493424209
"""EmperorPenguin @ wu4siWEy8A"" posts a small blind of 0.25",2023-02-25T08:48:54.242Z,167731493424208
"Your hand is 8♦, A♥",2023-02-25T08:48:54.242Z,167731493424203
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (163.89) | #4 ""tzeng @ mvuSju_1SI"" (100.00) | #6 ""jsu @ JCMKyZuhdN"" (282.23) | #7 ""Andrew @ -kN9JZEj5n"" (418.08) | #8 ""shaan @ 983r-_KdVZ"" (164.50) | #9 ""EmperorPenguin @ wu4siWEy8A"" (358.19)",2023-02-25T08:48:54.242Z,167731493424201
"-- starting hand #75 (id: jbe8tlbhn7e8)  (No Limit Texas Hold'em) (dealer: ""shaan @ 983r-_KdVZ"") --",2023-02-25T08:48:54.242Z,167731493424200
"Undealt cards:  [3♦, 2♣, 5♥, 3♣, 6♣]",2023-02-25T08:48:48.855Z,167731492885500
"-- ending hand #74 --",2023-02-25T08:48:48.336Z,167731492833602
"""Andrew @ -kN9JZEj5n"" collected 1.25 from pot",2023-02-25T08:48:48.336Z,167731492833601
"Uncalled bet of 1.00 returned to ""Andrew @ -kN9JZEj5n""",2023-02-25T08:48:48.336Z,167731492833600
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:48:47.472Z,167731492747200
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:48:46.028Z,167731492602800
"""Andrew @ -kN9JZEj5n"" raises to 1.50",2023-02-25T08:48:45.099Z,167731492509900
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:48:42.147Z,167731492214700
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:48:41.082Z,167731492108200
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:48:40.170Z,167731492017000
"""EmperorPenguin @ wu4siWEy8A"" posts a big blind of 0.50",2023-02-25T08:48:37.331Z,167731491733109
"""shaan @ 983r-_KdVZ"" posts a small blind of 0.25",2023-02-25T08:48:37.331Z,167731491733108
"Your hand is Q♦, 5♣",2023-02-25T08:48:37.331Z,167731491733103
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (163.89) | #4 ""tzeng @ mvuSju_1SI"" (100.00) | #6 ""jsu @ JCMKyZuhdN"" (282.23) | #7 ""Andrew @ -kN9JZEj5n"" (417.33) | #8 ""shaan @ 983r-_KdVZ"" (164.75) | #9 ""EmperorPenguin @ wu4siWEy8A"" (358.69)",2023-02-25T08:48:37.331Z,167731491733101
"-- starting hand #74 (id: htwcoj8uttzw)  (No Limit Texas Hold'em) (dealer: ""Andrew @ -kN9JZEj5n"") --",2023-02-25T08:48:37.331Z,167731491733100
"""EmperorPenguin @ wu4siWEy8A"" shows a 6♣, 2♣.",2023-02-25T08:48:31.760Z,167731491176000
"Undealt cards: 8♦, 2♠, 2♥, 2♦ [9♦]",2023-02-25T08:48:31.565Z,167731491156500
"-- ending hand #73 --",2023-02-25T08:48:30.726Z,167731491072602
"""shaan @ 983r-_KdVZ"" collected 7.75 from pot",2023-02-25T08:48:30.726Z,167731491072601
"Uncalled bet of 7.00 returned to ""shaan @ 983r-_KdVZ""",2023-02-25T08:48:30.726Z,167731491072600
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:48:29.904Z,167731490990400
"""shaan @ 983r-_KdVZ"" bets 7.00",2023-02-25T08:48:27.107Z,167731490710700
"Turn: 8♦, 2♠, 2♥ [2♦]",2023-02-25T08:48:21.723Z,167731490172300
"""jsu @ JCMKyZuhdN"" folds",2023-02-25T08:48:20.820Z,167731490082000
"""SHIKMAN @ 6AIys4Ls8K"" calls 1.50",2023-02-25T08:48:19.857Z,167731489985700
"""shaan @ 983r-_KdVZ"" bets 1.50",2023-02-25T08:48:17.369Z,167731489736900
"Flop:  [8♦, 2♠, 2♥]",2023-02-25T08:48:10.314Z,167731489031400
"""shaan @ 983r-_KdVZ"" calls 1.50",2023-02-25T08:48:09.464Z,167731488946400
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:48:08.536Z,167731488853600
"""jsu @ JCMKyZuhdN"" calls 1.50",2023-02-25T08:48:07.687Z,167731488768700
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:48:05.306Z,167731488530600
"""SHIKMAN @ 6AIys4Ls8K"" raises to 1.50",2023-02-25T08:48:04.388Z,167731488438800
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:47:59.419Z,167731487941900
"""shaan @ 983r-_KdVZ"" posts a big blind of 0.50",2023-02-25T08:47:57.810Z,167731487781009
"""Andrew @ -kN9JZEj5n"" posts a small blind of 0.25",2023-02-25T08:47:57.810Z,167731487781008
"Your hand is 5♣, 7♥",2023-02-25T08:47:57.810Z,167731487781003
"Player stacks: #1 ""SHIKMAN @ 6AIys4Ls8K"" (166.89) | #4 ""tzeng @ mvuSju_1SI"" (100.00) | #6 ""jsu @ JCMKyZuhdN"" (283.73) | #7 ""Andrew @ -kN9JZEj5n"" (417.58) | #8 ""shaan @ 983r-_KdVZ"" (160.00) | #9 ""EmperorPenguin @ wu4siWEy8A"" (358.69)",2023-02-25T08:47:57.810Z,167731487781001
"-- starting hand #73 (id: mmmknfmdyaao)  (No Limit Texas Hold'em) (dealer: ""jsu @ JCMKyZuhdN"") --",2023-02-25T08:47:57.810Z,167731487781000
"Undealt cards:  [9♥, K♠, J♠, Q♦, A♥]",2023-02-25T08:47:52.431Z,167731487243100
"-- ending hand #72 --",2023-02-25T08:47:51.902Z,167731487190202
"""jsu @ JCMKyZuhdN"" collected 1.00 from pot",2023-02-25T08:47:51.902Z,167731487190201
"Uncalled bet of 1.00 returned to ""jsu @ JCMKyZuhdN""",2023-02-25T08:47:51.902Z,167731487190200
"""Andrew @ -kN9JZEj5n"" folds",2023-02-25T08:47:51.011Z,167731487101100
"""jsu @ JCMKyZuhdN"" raises to 1.50",2023-02-25T08:47:49.130Z,167731486913000
"""tzeng @ mvuSju_1SI"" folds",2023-02-25T08:47:46.647Z,167731486664700
"""SHIKMAN @ 6AIys4Ls8K"" folds",2023-02-25T08:47:45.740Z,167731486574000
"""EmperorPenguin @ wu4siWEy8A"" folds",2023-02-25T08:47:44.846Z,167731486484600
"""shaan @ 983r-_KdVZ"" folds",2023-02-25T08:47:43.934Z,167731486393400
"""Andrew @ -kN9JZEj5n"" posts a big blind of 0.50",2023-02-25T08:47:40.347Z,167731486034710
"""jsu @ JCMKyZuhdN"" posts a small blind of 0.25",2023-02-25T08:47:40.347Z,167731486034709
"Your hand is Q♣, 6♠",2023-02-25T08:47:40.347Z,167731486034704
